pid,punter,pgro,pnet,ptb,pr,pry,pfc
22,CS-3700,39,39,0,TD-2500,0,1
39,CS-3700,33,33,0,TD-2500,0,1
57,CS-3700,49,34,0,TD-2500,15,0
70,CS-3700,39,33,0,TD-2500,6,0
119,DS-4900,44,44,0,KW-1500,0,0
131,CS-3700,36,36,0,,0,0
136,DS-4900,51,31,1,,0,0
175,SL-0600,41,21,1,,0,0
179,CG-0300,66,57,0,RB-1100,9,0
183,SL-0600,46,46,0,DN-1400,0,1
191,CG-0300,54,54,0,,0,0
213,CG-0300,49,41,0,RB-1100,8,0
218,SL-0600,30,30,0,,0,0
267,CG-0300,39,39,0,RB-1100,0,0
282,CG-0300,46,46,0,,0,0
332,MK-1100,31,31,0,,0,0
338,SL-0100,41,21,1,,0,0
342,MK-1100,51,38,0,BM-3300,13,0
362,MK-1100,46,46,0,BM-3300,0,1
380,MK-1100,47,35,0,BM-3300,12,0
393,SL-0100,47,45,0,JG-0500,2,0
422,MK-1100,43,38,0,BM-3300,5,0
437,MK-1100,47,45,0,BM-3300,2,0
473,MK-1100,47,47,0,BM-3300,0,1
488,JB-3500,35,35,0,DW-0800,0,1
521,JB-3500,39,39,0,DW-0800,0,1
532,TT-1700,45,2,0,AR-1700,43,0
547,TT-1700,43,43,0,,0,0
551,JB-3500,30,30,0,,0,0
606,TT-1700,57,37,1,,0,0
612,JB-3500,41,41,0,DW-0800,0,0
654,TS-0500,52,44,0,PW-1100,8,0
664,TS-0500,52,35,0,PW-1100,17,0
673,TS-0500,46,46,0,PW-1100,0,1
699,TS-0500,35,15,1,,0,0
705,HS-0200,53,36,0,LP-0100,17,0
717,HS-0200,56,36,1,,0,0
723,TS-0500,44,44,0,,0,0
734,HS-0200,55,35,1,,0,0
738,TS-0500,41,26,0,PW-1100,15,0
762,HS-0200,62,61,0,LP-0100,1,0
766,TS-0500,52,12,0,PW-1100,40,0
790,TS-0500,54,34,1,,0,0
870,MT-2300,44,24,1,,0,0
894,JF-0800,33,25,0,BK-0500,8,0
900,JF-0800,32,22,0,BK-0500,10,0
904,MT-2300,19,19,0,,0,0
908,JF-0800,52,57,0,BK-0500,-5,0
912,MT-2300,56,53,0,CR-1500,3,0
917,JF-0800,45,45,0,,0,0
924,MT-2300,47,7,0,CR-1500,40,0
933,MT-2300,24,22,0,CR-1500,2,0
938,JF-0800,47,42,0,LS-0700,5,0
942,MT-2300,58,38,1,,0,0
947,JF-0800,41,35,0,LS-0700,6,0
954,MT-2300,35,28,0,CR-1500,7,0
997,MB-2100,26,26,0,,0,0
1006,BB-1100,29,29,0,DP-0200,0,1
1012,MB-2100,52,40,0,GM-1100,12,0
1069,BB-1100,31,31,0,DP-0200,0,1
1080,BB-1100,36,36,0,DP-0200,0,1
1096,BB-1100,29,29,0,DP-0200,0,1
1134,MR-2100,48,9,0,TB-3300,39,0
1142,LJ-1000,32,32,0,KW-1100,0,1
1151,MR-2100,41,21,1,,0,0
1156,LJ-1000,43,23,1,,0,0
1173,LJ-1000,40,40,0,KW-1100,0,1
1177,MR-2100,50,-16,0,TB-3300,66,0
1189,MR-2100,29,29,0,,0,0
1193,LJ-1000,47,36,0,KW-1100,11,0
1211,LJ-1000,43,43,0,,0,0
1219,MR-2100,38,38,0,TB-3300,0,1
1223,LJ-1000,40,40,0,KW-1100,0,1
1227,MR-2100,46,44,0,TB-3300,2,0
1243,LJ-1000,41,41,0,KW-1100,0,0
1249,MR-2100,27,27,0,,0,0
1253,LJ-1000,39,39,0,KW-1100,0,1
1257,MR-2100,42,42,0,TB-3300,0,1
1266,LJ-1000,40,38,0,KW-1100,2,0
1271,MR-2100,49,38,0,TB-3300,11,0
1281,MR-2100,33,33,0,TB-3300,0,1
1299,JJ-2300,37,33,0,CM-3100,4,0
1303,TG-1500,46,43,0,DH-4200,3,0
1312,JJ-2300,37,34,0,CM-3100,3,0
1317,TG-1500,54,34,1,,0,0
1325,JJ-2300,48,31,0,CM-3100,17,0
1334,TG-1500,40,40,0,,0,0
1340,JJ-2300,51,44,0,CM-3100,7,0
1375,TG-1500,52,32,1,,0,0
1380,TG-1500,42,34,0,DH-4200,8,0
1387,JJ-2300,38,38,0,,0,0
1397,TG-1500,48,35,0,DH-4200,13,0
1402,JJ-2300,41,36,0,CM-3100,5,0
1406,TG-1500,58,-37,0,DH-4200,95,0
1421,JJ-2300,45,32,0,CM-3100,13,0
1461,SP-1400,41,41,0,TB-0400,0,0
1470,BM-0700,33,33,0,,0,0
1480,SP-1400,49,31,0,TB-0400,18,0
1499,SP-1400,37,37,0,TB-0400,0,1
1503,BM-0700,52,36,0,MC-1700,16,0
1507,SP-1400,47,47,0,TB-0400,0,0
1538,BM-0700,49,49,0,MC-1700,0,1
1544,BM-0700,47,47,0,MC-1700,0,1
1548,SP-1400,37,37,0,TB-0400,0,1
1552,BM-0700,42,42,0,MC-1700,0,1
1602,BM-0700,33,32,0,MJ-0700,1,0
1630,SL-0400,55,55,0,JG-2800,0,0
1634,DB-1500,33,33,0,,0,0
1639,SL-0400,38,38,0,JG-2800,0,1
1643,DB-1500,63,65,0,DG-1800,-2,0
1647,SL-0400,53,46,0,JG-2800,7,0
1661,SL-0400,45,45,0,JG-2800,0,1
1672,DB-1500,45,45,0,,0,0
1683,SL-0400,29,29,0,JG-2800,0,1
1688,DB-1500,50,43,0,DG-1800,7,0
1693,SL-0400,50,30,1,,0,0
1705,DB-1500,55,35,1,,0,0
1718,DB-1500,59,39,1,,0,0
1727,SL-0400,40,40,0,,0,0
1736,SL-0400,34,34,0,JG-2800,0,1
1749,SL-0400,42,22,1,,0,0
1771,SL-0400,38,38,0,JG-2800,0,1
1776,DB-1500,41,34,0,DG-1800,7,0
1798,JM-4700,49,33,0,JL-1400,16,0
1807,KR-0700,51,31,1,,0,0
1817,JM-4700,47,29,0,JL-1400,18,0
1825,JM-4700,43,40,0,JL-1400,3,0
1831,KR-0700,37,37,0,,0,0
1839,JM-4700,56,36,1,,0,0
1847,KR-0700,32,32,0,,0,0
1851,JM-4700,63,56,0,JL-1400,7,0
1891,KR-0700,46,26,1,,0,0
1895,JM-4700,47,41,0,JL-1400,6,0
1904,KR-0700,24,24,0,BS-1700,0,1
1931,KR-0700,40,40,0,TE-0200,0,1
1944,KR-0700,51,51,0,,0,0
1973,TB-0600,27,27,0,,0,0
1985,TB-0600,52,52,0,,0,0
1996,KW-0200,42,34,0,DS-0400,8,0
2000,TB-0600,37,37,0,,0,0
2004,KW-0200,46,46,0,DS-0400,0,1
2030,TB-0600,45,45,0,MB-1000,0,1
2034,KW-0200,52,44,0,DS-0400,8,0
2063,KW-0200,37,37,0,DS-0400,0,1
2081,KW-0200,37,38,0,DS-0400,-1,0
2111,CM-2600,56,46,0,DM-0500,10,0
2120,CM-2600,46,32,0,DM-0500,14,0
2124,CH-2900,35,35,0,CW-0900,0,1
2129,CM-2600,47,29,0,DM-0500,18,0
2133,CH-2900,30,30,0,CW-0900,0,1
2156,CH-2900,46,46,0,,0,0
2160,CM-2600,34,34,0,,0,0
2192,CH-2900,46,47,0,CW-0900,-1,0
2197,CM-2600,41,34,0,DM-0500,7,0
2201,CH-2900,38,27,0,CW-0900,11,0
2208,CM-2600,38,31,0,DM-0500,7,0
2212,CH-2900,33,33,0,CW-0900,0,0
2223,CH-2900,37,37,0,CW-0900,0,1
2241,CM-2600,43,43,0,DM-0500,0,1
2251,CM-2600,36,32,0,DM-0500,4,0
2255,CH-2900,40,31,0,CW-0900,9,0
2262,CM-2600,34,34,0,DM-0500,0,1
2267,CH-2900,41,39,0,CW-0900,2,0
2282,JB-0500,34,34,0,DO-0200,0,1
2304,TR-0900,58,-28,0,AH-0200,86,0
2376,TR-0900,31,31,0,,0,0
2445,KR-0700,20,20,0,,0,0
2458,KR-0700,46,44,0,RB-1100,2,0
2472,KR-0700,46,31,0,RB-1100,15,0
2481,BB-0800,50,30,1,,0,0
2489,KR-0700,33,33,0,RB-1100,0,1
2509,KR-0700,49,39,0,RB-1100,10,0
2534,BB-0800,43,43,0,,0,0
2569,BB-0800,21,21,0,,0,0
2576,KR-0700,49,50,0,RB-1100,-1,0
2604,KR-0700,45,36,0,RB-1100,9,0
2630,JB-3500,52,52,0,,0,0
2644,CM-2600,51,31,1,,0,0
2650,JB-3500,46,47,0,CW-0900,-1,0
2656,CM-2600,22,22,0,,0,0
2663,JB-3500,33,33,0,CW-0900,0,1
2674,CM-2600,34,34,0,,0,0
2678,JB-3500,42,42,0,CW-0900,0,0
2712,CM-2600,41,36,0,AR-1700,5,0
2722,JB-3500,49,45,0,CW-0900,4,0
2745,JB-3500,31,31,0,CW-0900,0,1
2749,CM-2600,39,39,0,AR-1700,0,1
2753,JB-3500,46,46,0,CW-0900,0,1
2757,CM-2600,31,31,0,AR-1700,0,1
2770,CM-2600,42,22,1,,0,0
2794,DP-1700,29,29,0,,0,0
2798,CG-0300,43,34,0,CY-0100,9,0
2802,DP-1700,43,43,0,DN-1400,0,1
2828,CG-0300,56,52,0,CY-0100,4,0
2845,CG-0300,47,37,0,CY-0100,10,0
2851,DP-1700,45,37,0,DN-1400,8,0
2857,CG-0300,54,49,0,CY-0100,5,0
2861,DP-1700,49,52,0,DN-1400,-3,0
2874,DP-1700,37,37,0,,0,0
2927,CG-0300,41,41,0,CY-0100,0,0
2931,DP-1700,41,41,0,DN-1400,0,1
2936,CG-0300,46,39,0,CY-0100,7,0
2949,CG-0300,51,41,0,CY-0100,10,0
2956,DS-4900,27,27,0,,0,0
2978,DS-4900,43,43,0,,0,0
2992,DS-4900,45,40,0,DO-0200,5,0
3006,DS-4900,32,32,0,,0,0
3024,TR-0900,24,24,0,,0,0
3028,DS-4900,46,23,0,DO-0200,23,0
3057,DS-4900,45,17,0,DO-0200,28,0
3064,TR-0900,39,19,1,,0,0
3079,TR-0900,50,43,0,TD-2500,7,0
3090,DS-4900,34,34,0,TB-3700,0,1
3094,TR-0900,44,19,0,TD-2500,25,0
3105,TR-0900,60,42,0,TD-2500,18,0
3137,TB-0600,28,28,0,DH-4200,0,1
3142,JJ-2300,47,43,0,DS-0400,4,0
3198,TB-0600,37,37,0,DH-4200,0,1
3246,TB-0600,43,37,0,DH-4200,6,0
3255,JJ-2300,40,40,0,,0,0
3281,SL-0400,59,43,0,PW-1100,16,0
3316,SL-0400,55,49,0,PW-1100,6,0
3381,HS-0200,59,34,0,DD-2900,25,0
3392,HS-0200,56,45,0,DD-2900,11,0
3420,SL-0400,44,38,0,PW-1100,6,0
3441,MB-2100,54,48,0,LS-0700,6,0
3448,MT-2300,45,42,0,DP-0200,3,0
3463,MT-2300,50,43,0,DP-0200,7,0
3474,MT-2300,38,38,0,DP-0200,0,1
3484,MB-2100,49,49,0,,0,0
3490,MT-2300,62,55,0,DP-0200,7,0
3518,MT-2300,44,24,1,,0,0
3525,MB-2100,21,21,0,JO-0400,0,1
3534,MT-2300,39,39,0,,0,0
3553,MT-2300,30,30,0,DP-0200,0,1
3557,MB-2100,55,47,0,LS-0700,8,0
3561,MT-2300,48,49,0,DP-0200,-1,0
3570,MT-2300,38,38,0,,0,0
3599,BM-0700,39,19,1,,0,0
3603,SL-0100,59,44,0,TB-0400,15,0
3618,SL-0100,54,50,0,TB-0400,4,0
3634,SL-0100,52,52,0,,0,0
3640,BM-0700,31,31,0,,0,0
3663,SL-0100,39,24,0,TB-0400,15,0
3747,TG-1500,37,37,0,,0,0
3752,DB-1500,43,43,0,CM-3100,0,0
3759,TG-1500,44,29,0,NJ-0200,15,0
3797,DB-1500,47,16,0,CM-3100,31,0
3843,DB-1500,38,27,0,CM-3100,11,0
3866,DB-1500,49,-2,0,CM-3100,51,0
3887,TG-1500,37,20,0,NJ-0200,17,0
3931,CS-3700,50,30,1,,0,0
3965,CS-3700,29,29,0,ED-0100,0,1
3985,CS-3700,43,23,0,ED-0100,20,0
4022,CS-3700,55,35,1,,0,0
4029,KW-0200,34,18,0,KW-1500,16,0
4046,KW-0200,36,36,0,,0,0
4065,KW-0200,24,24,0,,0,0
4087,JB-0600,37,24,0,CR-1500,13,0
4118,JF-0800,38,38,0,AH-0200,0,1
4143,JF-0800,37,37,0,AH-0200,0,1
4217,JB-0600,33,33,0,CR-1500,0,1
4246,MR-2100,47,43,0,GM-1100,4,0
4254,BB-1100,38,38,0,,0,0
4258,MR-2100,41,41,0,GM-1100,0,0
4273,BB-1100,38,37,0,KW-1100,1,0
4278,MR-2100,51,32,0,GM-1100,19,0
4294,BB-1100,40,42,0,KW-1100,-2,0
4328,BB-1100,42,42,0,KW-1100,0,1
4344,BB-1100,33,33,0,KW-1100,0,1
4352,BB-1100,41,25,0,KW-1100,16,0
4356,MR-2100,47,27,1,,0,0
4363,BB-1100,37,35,0,KW-1100,2,0
4393,MR-2100,35,15,1,,0,0
4405,TS-0500,37,37,0,,0,0
4414,CH-2900,36,36,0,,0,0
4423,TS-0500,44,28,0,DM-0500,16,0
4443,CH-2900,46,46,0,,0,0
4449,TS-0500,23,23,0,DM-0500,0,1
4469,TS-0500,41,41,0,,0,0
4481,CH-2900,40,40,0,LP-0100,0,1
4517,CH-2900,37,17,1,,0,0
4524,TS-0500,51,43,0,DM-0500,8,0
4539,TS-0500,42,29,0,DM-0500,13,0
4557,TS-0500,36,36,0,,0,0
4582,MK-1100,58,58,0,,0,0
4587,SP-1400,55,-9,0,WM-0400,64,0
4618,SP-1400,38,37,0,WM-0400,1,0
4699,MK-1100,56,49,0,MC-1700,7,0
4721,TT-1700,51,20,0,TB-3300,31,0
4767,TT-1700,51,30,0,TB-3300,21,0
4776,LJ-1000,43,23,1,,0,0
4781,TT-1700,62,24,0,TB-3300,38,0
4794,TT-1700,51,31,1,,0,0
4798,LJ-1000,51,49,0,DD-2800,2,0
4827,TT-1700,46,46,0,TB-3300,0,1
4835,LJ-1000,37,37,0,,0,0
4839,TT-1700,41,38,0,TB-3300,3,0
4878,LJ-1000,25,20,0,DW-0800,5,0
4895,DS-4900,34,34,0,ED-0100,0,1
4916,DS-4900,43,43,0,JH-4400,0,0
4925,KW-0200,29,29,0,WO-0200,0,1
4952,DS-4900,48,43,0,MB-1000,5,0
4970,KW-0200,-13,-19,0,,0,0
4982,KW-0200,49,49,0,WO-0200,0,0
4995,DS-4900,45,45,0,MB-1000,0,1
5001,KW-0200,34,34,0,,0,0
5008,DS-4900,49,29,1,,0,0
5013,KW-0200,35,35,0,WO-0200,0,0
5017,DS-4900,38,38,0,,0,0
5056,BB-1100,26,26,0,TB-0400,0,1
5066,BM-0700,22,22,0,,0,0
5091,BB-1100,47,39,0,TB-0400,8,0
5122,BB-1100,43,43,0,,0,0
5131,BM-0700,57,47,0,GM-1100,10,0
5135,BB-1100,37,37,0,,0,0
5147,BB-1100,52,40,0,TB-0400,12,0
5162,BB-1100,48,42,0,TB-0400,6,0
5166,BM-0700,45,35,0,GM-1100,10,0
5173,BB-1100,50,30,1,,0,0
5185,BM-0700,38,18,1,,0,0
5211,JM-4700,49,44,0,DN-1400,5,0
5241,CG-0300,52,42,0,BS-1700,10,0
5251,JM-4700,35,35,0,,0,0
5256,CG-0300,45,32,0,HP-0100,13,0
5269,CG-0300,48,41,0,BS-1700,7,0
5303,CG-0300,49,19,0,HP-0100,30,0
5307,JM-4700,34,34,0,,0,0
5330,JM-4700,37,37,0,,0,0
5365,MR-2100,48,48,0,,0,0
5369,JJ-2300,54,12,0,KW-1100,42,0
5382,JJ-2300,13,13,0,,0,0
5407,MR-2100,32,32,0,DH-4200,0,1
5411,JJ-2300,35,35,0,KW-1100,0,1
5430,JJ-2300,-16,-16,0,,0,0
5472,JJ-2300,41,41,0,KW-1100,0,0
5476,MR-2100,42,42,0,DH-4200,0,1
5501,MR-2100,35,18,0,DH-4200,17,0
5515,JB-3500,48,45,0,BM-3300,3,0
5525,SL-0100,49,49,0,AR-1700,0,0
5544,SL-0100,50,30,1,,0,0
5556,SL-0100,41,41,0,AR-1700,0,1
5560,JB-3500,48,36,0,BM-3300,12,0
5578,JB-3500,49,49,0,BM-3300,0,1
5598,SL-0100,42,32,0,AR-1700,10,0
5617,SL-0100,55,48,0,AR-1700,7,0
5622,JB-3500,46,34,0,BM-3300,12,0
5626,SL-0100,41,41,0,,0,0
5639,SL-0100,42,42,0,AR-1700,0,0
5646,SL-0100,38,38,0,,0,0
5650,JB-3500,33,30,0,BM-3300,3,0
5654,SL-0100,60,40,1,,0,0
5672,BB-0800,61,54,0,CY-0100,7,0
5677,DP-1700,54,42,0,RB-1100,12,0
5698,DP-1700,37,37,0,RB-1100,0,1
5709,BB-0800,37,25,0,CY-0100,12,0
5736,DP-1700,45,45,0,,0,0
5741,BB-0800,43,27,0,CY-0100,16,0
5754,DP-1700,34,34,0,RB-1100,0,1
5758,BB-0800,35,31,0,CY-0100,4,0
5787,DP-1700,35,24,0,RB-1100,11,0
5791,BB-0800,39,34,0,CY-0100,5,0
5795,DP-1700,39,22,0,RB-1100,17,0
5801,BB-0800,31,31,0,,0,0
5813,DP-1700,50,30,1,,0,0
5817,BB-0800,50,40,0,CY-0100,10,0
5843,DB-1500,60,43,0,LP-0100,17,0
5859,TS-0500,46,44,0,NJ-0200,2,0
5864,DB-1500,56,48,0,LP-0100,8,0
5870,TS-0500,68,50,0,NJ-0200,18,0
5888,TS-0500,52,47,0,NJ-0200,5,0
5892,DB-1500,64,57,0,LP-0100,7,0
5902,DB-1500,52,52,0,,0,0
5914,TS-0500,31,31,0,NJ-0200,0,1
5919,DB-1500,46,36,0,KL-1100,10,0
5931,TS-0500,54,48,0,NJ-0200,6,0
6003,DB-1500,64,56,0,KL-1100,8,0
6060,LJ-1000,26,15,0,CW-0600,11,0
6082,MB-2100,47,34,0,TB-3300,13,0
6094,LJ-1000,36,36,0,DP-0200,0,1
6098,MB-2100,47,47,0,,0,0
6102,LJ-1000,46,49,0,DP-0200,-3,0
6131,MB-2100,41,22,0,KF-0200,19,0
6148,MB-2100,26,23,0,KF-0200,3,0
6158,LJ-1000,43,43,0,DP-0200,0,1
6162,MB-2100,43,43,0,KF-0200,0,0
6178,TT-1700,45,25,1,,0,0
6200,CM-2600,43,43,0,DW-0800,0,0
6204,TT-1700,51,38,0,CW-0900,13,0
6208,CM-2600,48,48,0,,0,0
6213,TT-1700,70,50,1,,0,0
6217,CM-2600,48,29,0,DW-0800,19,0
6234,CM-2600,31,31,0,,0,0
6243,TT-1700,28,28,0,,0,0
6283,CM-2600,23,23,0,,0,0
6300,TT-1700,46,37,0,CW-0900,9,0
6314,CM-2600,46,38,0,DW-0800,8,0
6318,TT-1700,34,34,0,CW-0900,0,0
6399,TR-0900,-29,-32,0,,0,0
6417,SL-0400,45,45,0,DO-0200,0,1
6448,SL-0400,48,40,0,DO-0200,8,0
6495,TG-1500,28,28,0,CC-0400,0,1
6507,TG-1500,46,38,0,CC-0400,8,0
6511,JF-0800,56,56,0,,0,0
6553,JF-0800,43,37,0,CM-3100,6,0
6575,TG-1500,38,32,0,CC-0400,6,0
6585,TG-1500,46,35,0,CC-0400,11,0
6604,TG-1500,46,39,0,CC-0400,7,0
6629,JF-0800,24,24,0,,0,0
6650,CS-3700,40,20,1,,0,0
6658,JB-0600,57,37,1,,0,0
6662,CS-3700,38,36,0,AH-0200,2,0
6666,JB-0600,50,31,0,KW-1500,19,0
6680,JB-0600,47,47,0,KW-1500,0,0
6684,CS-3700,41,41,0,AH-0200,0,1
6713,CS-3700,40,35,0,AH-0200,5,0
6733,CS-3700,36,36,0,AH-0200,0,1
6768,CS-3700,45,45,0,AH-0200,0,0
6797,KR-0700,45,33,0,LS-0700,12,0
6815,KR-0700,39,8,0,JO-0400,31,0
6830,KR-0700,41,41,0,LS-0700,0,1
6837,MT-2300,47,27,1,,0,0
6843,KR-0700,39,23,0,LS-0700,16,0
6853,MT-2300,44,24,1,,0,0
6906,MT-2300,54,34,1,,0,0
6929,TB-0600,50,50,0,WM-0400,0,0
6935,MK-1100,49,49,0,DS-0400,0,0
6949,MK-1100,52,32,1,,0,0
6955,TB-0600,48,40,0,JT-3900,8,0
6985,TB-0600,23,23,0,JT-3900,0,1
6993,MK-1100,44,32,0,DS-0400,12,0
7003,TB-0600,36,30,0,JT-3900,6,0
7025,TB-0600,43,45,0,JT-3900,-2,0
7042,TB-0600,32,32,0,JT-3900,0,1
7047,MK-1100,46,46,0,DS-0400,0,0
7053,TB-0600,47,47,0,JT-3900,0,1
7076,MK-1100,41,41,0,DS-0400,0,1
7103,SP-1400,54,9,0,AR-1700,45,0
7109,JB-3500,40,29,0,MC-1700,11,0
7113,SP-1400,46,26,1,,0,0
7130,SP-1400,39,39,0,AR-1700,0,1
7165,SP-1400,48,48,0,AR-1700,0,1
7171,JB-3500,41,41,0,,0,0
7195,SP-1400,47,36,0,AR-1700,11,0
7211,SP-1400,54,48,0,AR-1700,6,0
7259,DS-4900,45,45,0,DM-1000,0,0
7285,DS-4900,40,40,0,AH-0200,0,0
7302,DS-4900,32,32,0,AH-0200,0,1
7310,JB-0600,47,47,0,WO-0200,0,1
7359,DS-4900,49,50,0,AH-0200,-1,0
7367,JB-0600,47,47,0,,0,0
7376,DS-4900,41,41,0,AH-0200,0,1
7404,JB-0600,34,14,1,,0,0
7429,DP-1700,51,28,0,JL-1600,23,0
7455,DP-1700,27,27,0,,0,0
7524,DP-1700,34,34,0,,0,0
7528,KR-0700,33,24,0,DG-2900,9,0
7555,DP-1700,34,20,0,JL-1600,14,0
7576,BB-1100,30,30,0,DH-4200,0,1
7581,JJ-2300,49,47,0,GM-1100,2,0
7586,BB-1100,34,34,0,DH-4200,0,1
7599,BB-1100,22,22,0,,0,0
7607,JJ-2300,45,45,0,GM-1100,0,1
7613,BB-1100,7,7,0,,0,0
7617,JJ-2300,47,27,1,,0,0
7622,BB-1100,34,34,0,,0,0
7626,JJ-2300,40,29,0,GM-1100,11,0
7634,JJ-2300,41,21,1,,0,0
7642,JJ-2300,38,18,1,,0,0
7649,BB-1100,35,13,0,DH-4200,22,0
7661,JJ-2300,50,50,0,,0,0
7681,JJ-2300,20,20,0,,0,0
7725,JJ-2300,40,29,0,GM-1100,11,0
7737,JJ-2300,40,24,0,GM-1100,16,0
7756,MK-1100,35,15,1,,0,0
7762,CS-3700,52,52,0,,0,0
7767,MK-1100,60,45,0,KW-1500,15,0
7843,MK-1100,41,41,0,,0,0
7938,TS-0500,59,35,0,DO-0200,24,0
7970,TS-0500,39,39,0,DO-0200,0,1
8007,TS-0500,46,48,0,DO-0200,-2,0
8017,TR-0900,39,39,0,,0,0
8021,TS-0500,55,40,0,DO-0200,15,0
8040,TR-0900,54,34,1,,0,0
8069,MT-2300,40,40,0,TB-3300,0,1
8073,LJ-1000,54,44,0,BK-0500,10,0
8106,LJ-1000,50,34,0,BK-0500,16,0
8119,MT-2300,41,38,0,TB-3300,3,0
8139,LJ-1000,36,36,0,LS-0700,0,1
8143,MT-2300,36,36,0,TB-3300,0,1
8151,LJ-1000,45,-10,0,LS-0700,55,0
8163,LJ-1000,41,31,0,LS-0700,10,0
8170,MT-2300,43,27,0,TB-3300,16,0
8185,MT-2300,54,34,1,,0,0
8190,LJ-1000,53,53,0,,0,0
8194,MT-2300,50,44,0,TB-3300,6,0
8213,TG-1500,44,44,0,BM-3300,0,1
8217,SL-0100,44,47,0,CM-3100,-3,0
8221,TG-1500,37,37,0,JB-4500,0,0
8232,SL-0100,36,36,0,CM-3100,0,1
8240,TG-1500,29,29,0,BM-3300,0,1
8272,TG-1500,41,21,1,,0,0
8278,SL-0100,43,43,0,CM-3100,0,1
8294,SL-0100,47,27,1,,0,0
8300,SL-0100,52,41,0,CM-3100,11,0
8316,SL-0100,31,31,0,CM-3100,0,1
8320,TG-1500,52,-20,0,BM-3300,72,0
8328,TG-1500,35,35,0,,0,0
8333,SL-0100,39,38,0,CM-3100,1,0
8338,TG-1500,34,34,0,BM-3300,0,1
8402,CG-0300,44,24,1,,0,0
8417,CG-0300,39,39,0,,0,0
8423,SL-0400,22,22,0,,0,0
8433,SL-0400,56,38,0,DN-1400,18,0
8457,SL-0400,69,54,0,DN-1400,15,0
8465,CG-0300,44,47,0,DG-1800,-3,0
8470,SL-0400,36,28,0,DN-1400,8,0
8497,CG-0300,40,38,0,DG-1800,2,0
8515,SL-0400,49,29,1,,0,0
8519,CG-0300,57,43,0,DG-1800,14,0
8523,SL-0400,50,51,0,DN-1400,-1,0
8537,JM-4700,50,43,0,DM-0500,7,0
8569,JM-4700,50,27,0,DM-0500,23,0
8593,JM-4700,57,42,0,DM-0500,15,0
8597,CH-2900,49,49,0,CH-2100,0,1
8616,CH-2900,39,39,0,,0,0
8620,JM-4700,54,46,0,DM-0500,8,0
8636,JM-4700,38,38,0,DM-0500,0,1
8640,CH-2900,39,39,0,,0,0
8657,JM-4700,45,45,0,,0,0
8673,CH-2900,42,42,0,CH-2100,0,1
8681,JM-4700,42,25,0,DM-0500,17,0
8736,DB-1500,57,49,0,CR-1500,8,0
8741,JF-0800,27,27,0,,0,0
8746,DB-1500,28,28,0,CR-1500,0,1
8753,JF-0800,50,43,0,NJ-0200,7,0
8757,DB-1500,35,35,0,CR-1500,0,0
8787,DB-1500,52,31,0,CR-1500,21,0
8791,JF-0800,55,53,0,NJ-0200,2,0
8809,DB-1500,42,37,0,CR-1500,5,0
8815,JF-0800,41,41,0,,0,0
8824,DB-1500,56,46,0,CR-1500,10,0
8828,JF-0800,51,51,0,NJ-0200,0,0
8861,TT-1700,54,40,0,KW-1100,14,0
8866,MR-2100,50,40,0,DW-0800,10,0
8870,TT-1700,33,33,0,,0,0
8907,TT-1700,54,34,1,,0,0
8913,MR-2100,43,9,0,DW-0800,34,0
8936,MR-2100,52,44,0,DW-0800,8,0
8940,TT-1700,45,46,0,KW-1100,-1,0
8946,TT-1700,44,24,1,,0,0
8954,MR-2100,57,40,0,DW-0800,17,0
8964,TT-1700,56,41,0,KW-1100,15,0
8972,MR-2100,46,46,0,DW-0800,0,1
8982,MR-2100,52,32,1,,0,0
8986,TT-1700,64,52,0,KW-1100,12,0
8992,MR-2100,49,39,0,DW-0800,10,0
9020,BM-0700,42,31,0,DS-0400,11,0
9024,TB-0600,32,32,0,,0,0
9032,BM-0700,32,32,0,,0,0
9040,TB-0600,42,36,0,TB-0400,6,0
9048,BM-0700,28,28,0,,0,0
9065,BM-0700,57,53,0,DS-0400,4,0
9076,BM-0700,48,48,0,DS-0400,0,0
9083,TB-0600,35,15,1,,0,0
9091,BM-0700,44,44,0,,0,0
9107,BM-0700,36,36,0,,0,0
9111,TB-0600,43,43,0,TB-0400,0,1
9124,BM-0700,50,30,1,,0,0
9154,TB-0600,21,21,0,TB-0400,0,1
9185,BB-0800,33,33,0,,0,0
9195,BB-0800,58,46,0,TW-2100,12,0
9199,HS-0200,52,52,0,RS-2400,0,1
9205,BB-0800,34,34,0,TW-2100,0,1
9214,HS-0200,40,40,0,RS-2400,0,1
9223,BB-0800,41,41,0,,0,0
9229,HS-0200,59,43,0,RS-2400,16,0
9240,HS-0200,56,51,0,RS-2400,5,0
9251,BB-0800,49,43,0,TW-2100,6,0
9276,BB-0800,44,44,0,TW-2100,0,0
9293,BB-0800,53,51,0,TW-2100,2,0
9299,HS-0200,30,30,0,RS-2400,0,1
9317,BB-0800,39,39,0,,0,0
9329,BB-0800,38,38,0,,0,0
9357,HS-0200,64,50,0,CW-0900,14,0
9378,HS-0200,21,21,0,,0,0
9424,CM-2600,38,18,1,,0,0
9431,CM-2600,52,38,0,TW-2100,14,0
9435,HS-0200,54,34,1,,0,0
9449,CM-2600,34,14,1,,0,0
9467,CM-2600,42,42,0,,0,0
9471,HS-0200,47,38,0,CW-0900,9,0
9480,CM-2600,27,27,0,TW-2100,0,1
9490,HS-0200,51,31,1,,0,0
